date,policy_rate,ca_2y,ca_5y,ca_10y,slope_10y_2y,curvature
2020-01-01,1.173926004022547,1.7739260040225469,2.1337755923523245,2.483240880291985,0.7093148762694381,0.010384300390116952
2020-01-02,1.15387636212483,1.75387636212483,2.116940732956433,2.4444389061843435,0.6905625440595136,0.03556619760369273
2020-01-03,1.133459761496355,1.733459761496355,2.073590184348361,2.466675367445643,0.7332156059492883,-0.05295476024527623
2020-01-06,1.128185504527179,1.7281855045271788,2.0547908927086556,2.3854895913553404,0.6573040868281617,-0.004093310465208333
2020-01-07,1.0934967808317282,1.6934967808317283,2.033637338133446,2.3802055557629536,0.6867087749312253,-0.006427660327790186
2020-01-08,1.0906633228904594,1.6906633228904593,2.0538704305304347,2.4701376198084164,0.7794742969179571,-0.05306008163800602
2020-01-09,1.076304884469014,1.676304884469014,2.00876763339826,2.378214092343292,0.7019092078742779,-0.036983710015786375
2020-01-10,1.0897088872429639,1.6897088872429638,2.0575864384338396,2.435790768593989,0.746081881351025,-0.010326778969273587
2020-01-13,1.1040615958066522,1.7040615958066523,2.1180898092519636,2.4844248124041126,0.7803632165974603,0.0476932102931622
2020-01-14,1.1249454692437384,1.7249454692437385,2.0789689671943377,2.477423121638338,0.7524776523945995,-0.044430656493401166
2020-01-15,1.136457520940159,1.7364575209401591,2.1137951805982103,2.493758508720935,0.7573009877807757,-0.002625668464673492
2020-01-16,1.1356620742588,1.7356620742588,2.1693699103318513,2.5445244522782464,0.8088623780194464,0.05855329412665622
2020-01-17,1.1485589840929586,1.7485589840929587,2.161722650454089,2.4931947908217946,0.7446358067288359,0.08169152599342455
2020-01-20,1.1711412014387164,1.7711412014387165,2.1225251812714494,2.5656327100137313,0.7944915085750148,-0.09172354890954892
2020-01-21,1.1613372834374607,1.7613372834374608,2.1495311503320305,2.5275953211952724,0.7662580377578116,0.01012969603132774
2020-01-22,1.1704925506249135,1.7704925506249134,2.1305171823335884,2.507889832622727,0.7373972819978134,-0.01734801858046353
2020-01-23,1.1698524432092507,1.7698524432092506,2.146690783703078,2.559743211707749,0.7898907684984986,-0.036214087510844095
2020-01-24,1.1914526940904793,1.7914526940904794,2.191453316374718,2.6382688576462074,0.8468161635557281,-0.04681491898725065
2020-01-27,1.1788992687890265,1.7788992687890266,2.2253624421466554,2.5711793312752462,0.7922800624862196,0.10064628422903787
2020-01-28,1.1743760696455436,1.7743760696455437,2.1920888832946,2.551031059799934,0.7766549901543902,0.05877063714372266
2020-01-29,1.1798111485430853,1.7798111485430854,2.1714405460935327,2.5815673877846375,0.801756239241552,-0.01849744414065757
2020-01-30,1.1836828025484003,1.7836828025484002,2.1836084145944747,2.579730519226563,0.796047716678163,0.0038035074139863845
2020-01-31,1.1590910831116856,1.7590910831116855,2.176137201528283,2.600374222799509,0.8412831396878235,-0.0071909028546279785
